index	Ontology	GO id	GO term	value	pval	qval
13065	BP	GO:0007084	mitotic nuclear membrane reassembly	10	1.0	1.0
13066	BP	GO:0017196	N-terminal peptidyl-methionine acetylation	8	1.0	1.0
13067	BP	GO:0045933	positive regulation of muscle contraction	44	1.0	1.0
13068	BP	GO:0071616	acyl-CoA biosynthetic process	39	1.0	1.0
13069	BP	GO:0001763	morphogenesis of a branching structure	125	1.0	1.0
13070	BP	GO:0070189	kynurenine metabolic process	10	1.0	1.0
13071	BP	GO:0072193	ureter smooth muscle cell differentiation	2	1.0	1.0
13072	BP	GO:1902748	positive regulation of lens fiber cell differentiation	1	1.0	1.0
13073	BP	GO:0006068	ethanol catabolic process	9	1.0	1.0
13074	BP	GO:0032108	negative regulation of response to nutrient levels	8	1.0	1.0
13075	BP	GO:0006117	acetaldehyde metabolic process	1	1.0	1.0
13076	BP	GO:1904322	cellular response to forskolin	12	1.0	1.0
13077	BP	GO:0034769	basement membrane disassembly	3	1.0	1.0
13078	BP	GO:0032401	establishment of melanosome localization	19	1.0	1.0
13079	BP	GO:2000208	positive regulation of ribosomal small subunit export from nucleus	1	1.0	1.0
13080	BP	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	45	1.0	1.0
13081	BP	GO:0099612	protein localization to axon	9	1.0	1.0
13082	BP	GO:0048729	tissue morphogenesis	301	1.0	1.0
13083	BP	GO:0009309	amine biosynthetic process	33	1.0	1.0
13084	BP	GO:0062099	negative regulation of programmed necrotic cell death	14	1.0	1.0
13085	BP	GO:0097279	histamine secretion mediated by IgE immunoglobulin	1	1.0	1.0
13086	BP	GO:0110031	negative regulation of G2/MI transition of meiotic cell cycle	1	1.0	1.0
13087	BP	GO:0042930	enterobactin transport	1	1.0	1.0
13088	BP	GO:0006813	potassium ion transport	119	1.0	1.0
13089	BP	GO:0031103	axon regeneration	19	1.0	1.0
13090	BP	GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production	9	1.0	1.0
13091	BP	GO:0010501	RNA secondary structure unwinding	8	1.0	1.0
13092	BP	GO:0010593	negative regulation of lamellipodium assembly	4	1.0	1.0
13093	BP	GO:1902349	response to chloroquine	1	1.0	1.0
13094	BP	GO:0009227	nucleotide-sugar catabolic process	1	1.0	1.0
13095	BP	GO:0006397	mRNA processing	325	1.0	1.0
13096	BP	GO:0006473	protein acetylation	108	1.0	1.0
13097	BP	GO:0050684	regulation of mRNA processing	98	1.0	1.0
13098	BP	GO:0045654	positive regulation of megakaryocyte differentiation	4	1.0	1.0
13099	BP	GO:0090201	negative regulation of release of cytochrome c from mitochondria	19	1.0	1.0
13100	BP	GO:0006303	double-strand break repair via nonhomologous end joining	39	1.0	1.0
13101	BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	2	1.0	1.0
13102	BP	GO:0046890	regulation of lipid biosynthetic process	147	1.0	1.0
13103	BP	GO:0097402	neuroblast migration	4	1.0	1.0
13104	BP	GO:0031297	replication fork processing	39	1.0	1.0
13105	BP	GO:0046856	phosphatidylinositol dephosphorylation	24	1.0	1.0
13106	BP	GO:0051607	defense response to virus	215	1.0	1.0
13107	BP	GO:0031397	negative regulation of protein ubiquitination	63	1.0	1.0
13108	BP	GO:0007517	muscle organ development	81	1.0	1.0
13109	BP	GO:0060969	negative regulation of gene silencing	11	1.0	1.0
13110	BP	GO:1900019	regulation of protein kinase C activity	4	1.0	1.0
13111	BP	GO:1904587	response to glycoprotein	5	1.0	1.0
13112	BP	GO:0050672	negative regulation of lymphocyte proliferation	67	1.0	1.0
13113	BP	GO:0035645	enteric smooth muscle cell differentiation	1	1.0	1.0
13114	BP	GO:0009214	cyclic nucleotide catabolic process	10	1.0	1.0
13115	BP	GO:0090737	telomere maintenance via telomere trimming	2	1.0	1.0
13116	BP	GO:0046635	positive regulation of alpha-beta T cell activation	64	1.0	1.0
13117	BP	GO:1904221	negative regulation of serine C-palmitoyltransferase activity	1	1.0	1.0
13118	BP	GO:0042447	hormone catabolic process	10	1.0	1.0
13119	BP	GO:0060177	regulation of angiotensin metabolic process	2	1.0	1.0
13120	BP	GO:0038089	positive regulation of cell migration by vascular endothelial growth factor signaling pathway	6	1.0	1.0
13121	BP	GO:0008584	male gonad development	84	1.0	1.0
13122	BP	GO:0043489	RNA stabilization	50	1.0	1.0
13123	BP	GO:0046398	UDP-glucuronate metabolic process	2	1.0	1.0
13124	BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	164	1.0	1.0
13125	BP	GO:0046874	quinolinate metabolic process	4	1.0	1.0
13126	BP	GO:1904851	positive regulation of establishment of protein localization to telomere	10	1.0	1.0
13127	BP	GO:0051595	response to methylglyoxal	1	1.0	1.0
13128	BP	GO:2000648	positive regulation of stem cell proliferation	35	1.0	1.0
13129	BP	GO:0060460	left lung morphogenesis	1	1.0	1.0
13130	BP	GO:0048296	regulation of isotype switching to IgA isotypes	7	1.0	1.0
13131	BP	GO:0071450	cellular response to oxygen radical	2	1.0	1.0
13132	BP	GO:0008088	axo-dendritic transport	63	1.0	1.0
13133	BP	GO:0000469	cleavage involved in rRNA processing	23	1.0	1.0
13134	BP	GO:0051305	chromosome movement towards spindle pole	7	1.0	1.0
13135	BP	GO:0046061	dATP catabolic process	2	1.0	1.0
13136	BP	GO:1904227	negative regulation of glycogen synthase activity, transferring glucose-1-phosphate	1	1.0	1.0
13137	BP	GO:0005978	glycogen biosynthetic process	18	1.0	1.0
13138	BP	GO:0051351	positive regulation of ligase activity	7	1.0	1.0
13139	BP	GO:0060310	regulation of elastin catabolic process	1	1.0	1.0
13140	BP	GO:0061053	somite development	11	1.0	1.0
13141	BP	GO:0060168	positive regulation of adenosine receptor signaling pathway	2	1.0	1.0
13142	BP	GO:0071659	negative regulation of IP-10 production	3	1.0	1.0
13143	BP	GO:0048817	negative regulation of hair follicle maturation	2	1.0	1.0
13144	BP	GO:2000485	regulation of glutamine transport	1	1.0	1.0
13145	BP	GO:0007161	calcium-independent cell-matrix adhesion	3	1.0	1.0
13146	BP	GO:1905450	negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	2	1.0	1.0
13147	BP	GO:0006663	platelet activating factor biosynthetic process	3	1.0	1.0
13148	BP	GO:0006145	purine nucleobase catabolic process	3	1.0	1.0
13149	BP	GO:0031333	negative regulation of protein-containing complex assembly	110	1.0	1.0
13150	BP	GO:0002503	peptide antigen assembly with MHC class II protein complex	13	1.0	1.0
13151	BP	GO:0050925	negative regulation of negative chemotaxis	2	1.0	1.0
13152	BP	GO:0097284	hepatocyte apoptotic process	14	1.0	1.0
13153	BP	GO:0051283	negative regulation of sequestering of calcium ion	54	1.0	1.0
13154	BP	GO:2000529	positive regulation of myeloid dendritic cell chemotaxis	2	1.0	1.0
13155	BP	GO:1900259	regulation of RNA-directed 5'-3' RNA polymerase activity	1	1.0	1.0
13156	BP	GO:2000545	negative regulation of endothelial cell chemotaxis to fibroblast growth factor	1	1.0	1.0
13157	BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	88	1.0	1.0
13158	BP	GO:0002669	positive regulation of T cell anergy	3	1.0	1.0
13159	BP	GO:1904502	regulation of lipophagy	5	1.0	1.0
13160	BP	GO:0080144	amino acid homeostasis	4	1.0	1.0
13161	BP	GO:2000040	regulation of planar cell polarity pathway involved in axis elongation	2	1.0	1.0
13162	BP	GO:0021659	rhombomere 3 structural organization	1	1.0	1.0
13163	BP	GO:0036293	response to decreased oxygen levels	248	1.0	1.0
13164	BP	GO:0010829	negative regulation of glucose transmembrane transport	13	1.0	1.0
13165	BP	GO:0034502	protein localization to chromosome	84	1.0	1.0
13166	BP	GO:0072576	liver morphogenesis	2	1.0	1.0
13167	BP	GO:0007338	single fertilization	46	1.0	1.0
13168	BP	GO:2000806	positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled	1	1.0	1.0
13169	BP	GO:0071453	cellular response to oxygen levels	118	1.0	1.0
13170	BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria	23	1.0	1.0
13171	BP	GO:0007005	mitochondrion organization	233	1.0	1.0
13172	BP	GO:0071475	cellular hyperosmotic salinity response	5	1.0	1.0
13173	BP	GO:0036148	phosphatidylglycerol acyl-chain remodeling	5	1.0	1.0
13174	BP	GO:0018026	peptidyl-lysine monomethylation	6	1.0	1.0
13175	BP	GO:0010919	regulation of inositol phosphate biosynthetic process	16	1.0	1.0
13176	BP	GO:1990113	RNA polymerase I assembly	1	1.0	1.0
13177	BP	GO:0043300	regulation of leukocyte degranulation	42	1.0	1.0
13178	BP	GO:0002175	protein localization to paranode region of axon	4	1.0	1.0
13179	BP	GO:0001539	cilium or flagellum-dependent cell motility	57	1.0	1.0
13180	BP	GO:1901376	organic heteropentacyclic compound metabolic process	5	1.0	1.0
13181	BP	GO:1901534	positive regulation of hematopoietic progenitor cell differentiation	3	1.0	1.0
13182	BP	GO:0072131	kidney mesenchyme morphogenesis	2	1.0	1.0
13183	BP	GO:0016114	terpenoid biosynthetic process	13	1.0	1.0
13184	BP	GO:0008219	cell death	664	1.0	1.0
13185	BP	GO:1904594	regulation of termination of RNA polymerase II transcription	2	1.0	1.0
13186	BP	GO:0002029	desensitization of G protein-coupled receptor signaling pathway	6	1.0	1.0
13187	BP	GO:0032210	regulation of telomere maintenance via telomerase	50	1.0	1.0
13188	BP	GO:0021570	rhombomere 4 development	2	1.0	1.0
13189	BP	GO:0032244	positive regulation of nucleoside transport	1	1.0	1.0
13190	BP	GO:0001944	vasculature development	26	1.0	1.0
13191	BP	GO:1905834	response to pyrimidine ribonucleotide	1	1.0	1.0
13192	BP	GO:0035728	response to hepatocyte growth factor	15	1.0	1.0
13193	BP	GO:0019557	histidine catabolic process to glutamate and formate	4	1.0	1.0
13194	BP	GO:0060311	negative regulation of elastin catabolic process	1	1.0	1.0
13195	BP	GO:0010923	negative regulation of phosphatase activity	28	1.0	1.0
13196	BP	GO:0010814	substance P catabolic process	3	1.0	1.0
13197	BP	GO:0021852	pyramidal neuron migration to cerebral cortex	3	1.0	1.0
13198	BP	GO:0098886	modification of dendritic spine	1	1.0	1.0
13199	BP	GO:0032680	regulation of tumor necrosis factor production	142	1.0	1.0
13200	BP	GO:0051461	positive regulation of corticotropin secretion	4	1.0	1.0
13201	BP	GO:0008089	anterograde axonal transport	40	1.0	1.0
13202	BP	GO:0090176	microtubule cytoskeleton organization involved in establishment of planar polarity	3	1.0	1.0
13203	BP	GO:0007052	mitotic spindle organization	83	1.0	1.0
13204	BP	GO:0009051	pentose-phosphate shunt, oxidative branch	4	1.0	1.0
13205	BP	GO:0032765	positive regulation of mast cell cytokine production	3	1.0	1.0
13206	BP	GO:0062173	brexanolone metabolic process	2	1.0	1.0
13207	BP	GO:1903317	regulation of protein maturation	56	1.0	1.0
13208	BP	GO:0010793	regulation of mRNA export from nucleus	5	1.0	1.0
13209	BP	GO:0040019	positive regulation of embryonic development	17	1.0	1.0
13210	BP	GO:0002678	positive regulation of chronic inflammatory response	4	1.0	1.0
13211	BP	GO:0007014	actin ubiquitination	1	1.0	1.0
13212	BP	GO:0021766	hippocampus development	59	1.0	1.0
13213	BP	GO:0051084	'de novo' posttranslational protein folding	30	1.0	1.0
13214	BP	GO:2000852	regulation of corticosterone secretion	2	1.0	1.0
13215	BP	GO:0050433	regulation of catecholamine secretion	46	1.0	1.0
13216	BP	GO:1905522	negative regulation of macrophage migration	8	1.0	1.0
13217	BP	GO:0000710	meiotic mismatch repair	1	1.0	1.0
13218	BP	GO:0031047	gene silencing by RNA	36	1.0	1.0
13219	BP	GO:0035871	protein K11-linked deubiquitination	9	1.0	1.0
13220	BP	GO:0090088	regulation of oligopeptide transport	2	1.0	1.0
13221	BP	GO:1990963	establishment of blood-retinal barrier	3	1.0	1.0
13222	BP	GO:0033212	iron import into cell	2	1.0	1.0
13223	BP	GO:0019732	antifungal humoral response	4	1.0	1.0
13224	BP	GO:0019407	hexitol catabolic process	1	1.0	1.0
13225	BP	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	73	1.0	1.0
13226	BP	GO:0036342	post-anal tail morphogenesis	15	1.0	1.0
13227	BP	GO:0060551	regulation of fructose 1,6-bisphosphate metabolic process	1	1.0	1.0
13228	BP	GO:1904396	regulation of neuromuscular junction development	6	1.0	1.0
13229	BP	GO:0032465	regulation of cytokinesis	76	1.0	1.0
13230	BP	GO:0006855	drug transmembrane transport	3	1.0	1.0
13231	BP	GO:0031056	regulation of histone modification	66	1.0	1.0
13232	BP	GO:0150003	regulation of spontaneous synaptic transmission	6	1.0	1.0
13233	BP	GO:0007135	meiosis II	1	1.0	1.0
13234	BP	GO:0032723	positive regulation of connective tissue growth factor production	2	1.0	1.0
13235	BP	GO:0048671	negative regulation of collateral sprouting	8	1.0	1.0
13236	BP	GO:2000864	regulation of estradiol secretion	3	1.0	1.0
13237	BP	GO:0046176	aldonic acid catabolic process	2	1.0	1.0
13238	BP	GO:1901320	negative regulation of heart induction	1	1.0	1.0
13239	BP	GO:0046034	ATP metabolic process	159	1.0	1.0
13240	BP	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	18	1.0	1.0
13241	BP	GO:1904863	regulation of beta-catenin-TCF complex assembly	2	1.0	1.0
13242	BP	GO:0010801	negative regulation of peptidyl-threonine phosphorylation	14	1.0	1.0
13243	BP	GO:0033370	maintenance of protein location in mast cell secretory granule	1	1.0	1.0
13244	BP	GO:0033140	negative regulation of peptidyl-serine phosphorylation of STAT protein	2	1.0	1.0
13245	BP	GO:0021688	cerebellar molecular layer formation	1	1.0	1.0
13246	BP	GO:0051098	regulation of binding	309	1.0	1.0
13247	BP	GO:0070671	response to interleukin-12	4	1.0	1.0
13248	BP	GO:0060740	prostate gland epithelium morphogenesis	17	1.0	1.0
13249	BP	GO:2001046	positive regulation of integrin-mediated signaling pathway	11	1.0	1.0
13250	BP	GO:2000269	regulation of fibroblast apoptotic process	13	1.0	1.0
13251	BP	GO:2000407	regulation of T cell extravasation	5	1.0	1.0
13252	BP	GO:0070634	transepithelial ammonium transport	1	1.0	1.0
13253	BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	9	1.0	1.0
13254	BP	GO:0051304	chromosome separation	8	1.0	1.0
13255	BP	GO:0051650	establishment of vesicle localization	79	1.0	1.0
13256	BP	GO:0032909	regulation of transforming growth factor beta2 production	9	1.0	1.0
13257	BP	GO:0010932	regulation of macrophage tolerance induction	1	1.0	1.0
13258	BP	GO:0016577	histone demethylation	3	1.0	1.0
13259	BP	GO:0060978	angiogenesis involved in coronary vascular morphogenesis	4	1.0	1.0
13260	BP	GO:0072044	collecting duct development	12	1.0	1.0
13261	BP	GO:0002266	follicular dendritic cell activation	3	1.0	1.0
13262	BP	GO:0090671	telomerase RNA localization to Cajal body	1	1.0	1.0
13263	BP	GO:0033685	negative regulation of luteinizing hormone secretion	2	1.0	1.0
13264	BP	GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	8	1.0	1.0
13265	BP	GO:0042636	negative regulation of hair cycle	1	1.0	1.0
13266	BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	30	1.0	1.0
13267	BP	GO:0140236	translation at presynapse	1	1.0	1.0
13268	BP	GO:0009996	negative regulation of cell fate specification	4	1.0	1.0
13269	BP	GO:0002708	positive regulation of lymphocyte mediated immunity	109	1.0	1.0
13270	BP	GO:0014051	gamma-aminobutyric acid secretion	5	1.0	1.0
13271	BP	GO:1905063	regulation of vascular associated smooth muscle cell differentiation	14	1.0	1.0
13272	BP	GO:1903181	positive regulation of dopamine biosynthetic process	2	1.0	1.0
13273	BP	GO:0046189	phenol-containing compound biosynthetic process	31	1.0	1.0
13274	BP	GO:1905735	regulation of L-proline import across plasma membrane	2	1.0	1.0
13275	BP	GO:1903673	mitotic cleavage furrow formation	1	1.0	1.0
13276	BP	GO:0098703	calcium ion import across plasma membrane	29	1.0	1.0
13277	BP	GO:0045685	regulation of glial cell differentiation	61	1.0	1.0
13278	BP	GO:0045848	positive regulation of nitrogen utilization	1	1.0	1.0
13279	BP	GO:0070664	negative regulation of leukocyte proliferation	74	1.0	1.0
13280	BP	GO:0051085	chaperone cofactor-dependent protein refolding	26	1.0	1.0
13281	BP	GO:0003012	muscle system process	214	1.0	1.0
13282	BP	GO:0090032	negative regulation of steroid hormone biosynthetic process	5	1.0	1.0
13283	BP	GO:0030950	establishment or maintenance of actin cytoskeleton polarity	2	1.0	1.0
13284	BP	GO:0099191	trans-synaptic signaling by BDNF	3	1.0	1.0
13285	BP	GO:0035262	gonad morphogenesis	2	1.0	1.0
13286	BP	GO:0072579	glycine receptor clustering	1	1.0	1.0
13287	BP	GO:0042666	negative regulation of ectodermal cell fate specification	1	1.0	1.0
13288	BP	GO:0080164	regulation of nitric oxide metabolic process	48	1.0	1.0
13289	BP	GO:0051728	cell cycle switching, mitotic to meiotic cell cycle	2	1.0	1.0
13290	BP	GO:0051693	actin filament capping	24	1.0	1.0
13291	BP	GO:1903494	response to dehydroepiandrosterone	2	1.0	1.0
13292	BP	GO:0021954	central nervous system neuron development	34	1.0	1.0
13293	BP	GO:0021742	abducens nucleus development	1	1.0	1.0
13294	BP	GO:0038127	ERBB signaling pathway	55	1.0	1.0
13295	BP	GO:0006027	glycosaminoglycan catabolic process	23	1.0	1.0
13296	BP	GO:0035585	calcium-mediated signaling using extracellular calcium source	2	1.0	1.0
13297	BP	GO:0009810	stilbene metabolic process	1	1.0	1.0
13298	BP	GO:0055092	sterol homeostasis	75	1.0	1.0
13299	BP	GO:0006161	deoxyguanosine catabolic process	2	1.0	1.0
13300	BP	GO:1990379	lipid transport across blood-brain barrier	4	1.0	1.0
13301	BP	GO:1904746	negative regulation of apoptotic process involved in development	4	1.0	1.0
13302	BP	GO:1905203	regulation of connective tissue replacement	4	1.0	1.0
13303	BP	GO:1990776	response to angiotensin	18	1.0	1.0
13304	BP	GO:0030889	negative regulation of B cell proliferation	15	1.0	1.0
13305	BP	GO:0032231	regulation of actin filament bundle assembly	86	1.0	1.0
13306	BP	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	33	1.0	1.0
13307	BP	GO:0019896	axonal transport of mitochondrion	11	1.0	1.0
13308	BP	GO:0031296	B cell costimulation	4	1.0	1.0
13309	BP	GO:1902510	regulation of apoptotic DNA fragmentation	11	1.0	1.0
13310	BP	GO:0060632	regulation of microtubule-based movement	35	1.0	1.0
13311	BP	GO:0060099	regulation of phagocytosis, engulfment	15	1.0	1.0
13312	BP	GO:1900126	negative regulation of hyaluronan biosynthetic process	4	1.0	1.0
13313	BP	GO:0002690	positive regulation of leukocyte chemotaxis	87	1.0	1.0
13314	BP	GO:1903638	positive regulation of protein insertion into mitochondrial outer membrane	1	1.0	1.0
13315	BP	GO:2001014	regulation of skeletal muscle cell differentiation	15	1.0	1.0
